0, 2, 1
80, 2, 0
1370, 4, 1
1450, 4, 0
2739, 2, 1
2819, 2, 0
4109, 4, 1
4189, 4, 0
5478, 3, 1
6848, 3, 0
8217, 5, 1
8297, 5, 0
8902, 1, 1
8982, 1, 0
9587, 3, 1
9667, 3, 0
10272, 2, 1
10272, 4, 1
10352, 2, 0
10352, 4, 0
10956, 2, 1
11036, 2, 0
11641, 2, 1
11721, 2, 0
12326, 4, 1
13011, 4, 0
13696, 4, 1
13776, 4, 0
14380, 4, 1
14460, 4, 0
15065, 2, 1
15750, 2, 0
16435, 2, 1
16515, 2, 0
17119, 4, 1
17199, 4, 0
17804, 1, 1
17884, 1, 0
18489, 5, 1
18569, 5, 0
19174, 1, 1
19254, 1, 0
19858, 5, 1
19938, 5, 0
20543, 2, 1
20623, 2, 0
20886, 4, 1
20966, 4, 0
21228, 2, 1
21308, 2, 0
21570, 4, 1
21650, 4, 0
21913, 2, 1
21993, 2, 0
23282, 4, 1
23362, 4, 0
24652, 1, 1
24732, 1, 0
26021, 5, 1
26101, 5, 0
27391, 2, 1
27471, 2, 0
28761, 4, 1
28841, 4, 0
30130, 5, 1
30210, 5, 0
31500, 1, 1
31580, 1, 0
32869, 4, 1
32949, 4, 0
33554, 3, 1
33634, 3, 0
34239, 2, 1
34319, 2, 0
34924, 3, 1
35004, 3, 0
35608, 4, 1
35688, 4, 0
36293, 3, 1
36373, 3, 0
36978, 2, 1
37058, 2, 0
37663, 3, 1
37743, 3, 0
38347, 4, 1
38427, 4, 0
39032, 3, 1
39112, 3, 0
39717, 2, 1
39797, 2, 0
40402, 3, 1
40482, 3, 0
41087, 4, 1
41167, 4, 0
41771, 3, 1
41851, 3, 0
42456, 2, 1
42536, 2, 0
43141, 1, 1
43141, 5, 1
43221, 1, 0
43221, 5, 0
43826, 5, 1
44510, 5, 0
45195, 1, 1
45880, 1, 0
46565, 4, 1
47249, 4, 0
47934, 2, 1
48619, 2, 0
49304, 2, 1
49384, 2, 0
49646, 4, 1
49726, 4, 0
49989, 2, 1
50069, 2, 0
50331, 4, 1
50411, 4, 0
50673, 2, 1
50753, 2, 0
51016, 4, 1
51096, 4, 0
51358, 2, 1
51438, 2, 0
51701, 4, 1
51781, 4, 0
52043, 2, 1
52728, 2, 0
53412, 4, 1
53492, 4, 0
53755, 2, 1
53835, 2, 0
54097, 1, 1
54097, 5, 1
54177, 1, 0
54177, 5, 0
54782, 1, 1
54782, 5, 1
55467, 1, 0
55467, 5, 0
56152, 3, 1
56232, 3, 0
56494, 3, 1
56574, 3, 0
56836, 3, 1
56916, 3, 0
57521, 1, 1
57521, 5, 1
58206, 1, 0
58206, 5, 0
58891, 3, 1
58971, 3, 0
59233, 3, 1
59313, 3, 0
59575, 3, 1
59655, 3, 0
60260, 1, 1
60260, 5, 1
60945, 1, 0
60945, 5, 0
61630, 3, 1
61710, 3, 0
61972, 3, 1
62052, 3, 0
62315, 3, 1
62395, 3, 0
62999, 3, 1
63079, 3, 0
63684, 2, 1
63684, 4, 1
63764, 2, 0
63764, 4, 0
64369, 2, 1
64369, 4, 1
64449, 2, 0
64449, 4, 0
64711, 2, 1
64711, 4, 1
64791, 2, 0
64791, 4, 0
65738, 2, 1
65738, 4, 1
66423, 2, 0
66423, 4, 0
67108, 3, 1
67188, 3, 0
67450, 3, 1
67530, 3, 0
67793, 3, 1
67873, 3, 0
68478, 2, 1
68478, 4, 1
69162, 2, 0
69162, 4, 0
69847, 3, 1
69927, 3, 0
70189, 3, 1
70269, 3, 0
70532, 3, 1
70612, 3, 0
71217, 2, 1
71297, 2, 0
71901, 4, 1
71981, 4, 0
72586, 5, 1
73271, 5, 0
73956, 5, 1
74036, 5, 0
74640, 1, 1
74720, 1, 0
75325, 5, 1
75405, 5, 0
75668, 1, 1
75748, 1, 0
76010, 2, 1
76010, 4, 1
76090, 2, 0
76090, 4, 0
76695, 4, 1
77380, 4, 0
78064, 2, 1
78144, 2, 0
78407, 4, 1
78487, 4, 0
78749, 2, 1
78829, 2, 0
79434, 2, 1
80119, 2, 0
80803, 4, 1
80883, 4, 0
81146, 2, 1
81226, 2, 0
81488, 4, 1
81568, 4, 0
82173, 3, 1
82253, 3, 0
82858, 2, 1
82858, 4, 1
82938, 2, 0
82938, 4, 0
83543, 3, 1
83623, 3, 0
84227, 2, 1
84227, 4, 1
84307, 2, 0
84307, 4, 0
84912, 3, 1
84992, 3, 0
85597, 3, 1
85677, 3, 0
86282, 3, 1
86362, 3, 0
86966, 2, 1
86966, 4, 1
87046, 2, 0
87046, 4, 0
87309, 2, 1
87309, 4, 1
87389, 2, 0
87389, 4, 0
87651, 4, 1
87731, 4, 0
88336, 3, 1
88416, 3, 0
89021, 4, 1
89101, 4, 0
89706, 3, 1
89786, 3, 0
90390, 3, 1
90470, 3, 0
91075, 2, 1
91155, 2, 0
91760, 3, 1
91840, 3, 0
92445, 2, 1
92525, 2, 0
93129, 1, 1
93209, 1, 0
93814, 2, 1
93894, 2, 0
94499, 5, 1
94579, 5, 0
95184, 4, 1
95264, 4, 0
95869, 2, 1
95869, 4, 1
95949, 2, 0
95949, 4, 0
96553, 2, 1
96553, 4, 1
96633, 2, 0
